SimTime,pmbist_output_final_serial_serial_1149_patt_MBIST_ATE_PROD_1_SERV_CLKI125M_P.shema_i3_sw_top_inst.JTAG_TRST_N,pmbist_output_final_serial_serial_1149_patt_MBIST_ATE_PROD_1_SERV_CLKI125M_P.shema_i3_sw_top_inst.JTAG_TCK,pmbist_output_final_serial_serial_1149_patt_MBIST_ATE_PROD_1_SERV_CLKI125M_P.shema_i3_sw_top_inst.JTAG_TMS,pmbist_output_final_serial_serial_1149_patt_MBIST_ATE_PROD_1_SERV_CLKI125M_P.shema_i3_sw_top_inst.JTAG_TDI,pmbist_output_final_serial_serial_1149_patt_MBIST_ATE_PROD_1_SERV_CLKI125M_P.shema_i3_sw_top_inst.JTAG_TDO,pmbist_output_final_serial_serial_1149_patt_MBIST_ATE_PROD_1_SERV_CLKI125M_P.shema_i3_sw_top_inst.SERV_RSTI_N
2277500,1,0,0,0,0,1
2277550,1,1,0,0,0,1
2277600,1,0,0,0,0,1
2277650,1,1,0,0,0,1
2277700,1,0,0,0,0,1
2277750,1,1,0,0,0,1
2277800,1,0,0,0,0,1
2277850,1,1,0,0,0,1
2277900,1,0,0,0,0,1
2277950,1,1,0,0,0,1
2278000,1,0,0,0,0,1
2278050,1,1,0,0,0,1
2278100,1,0,0,0,0,1
2278150,1,1,0,0,0,1
2278200,1,0,0,0,0,1
2278250,1,1,0,0,0,1
2278300,1,0,0,0,0,1
2278350,1,1,0,0,0,1
2278400,1,0,0,0,0,1
2278450,1,1,0,0,0,1
2278500,1,0,0,0,0,1
2278550,1,1,0,0,0,1
2278600,1,0,0,0,0,1
2278650,1,1,0,0,0,1
2278700,1,0,0,0,0,1
2278750,1,1,0,0,0,1
2278800,1,0,0,0,0,1
2278850,1,1,0,0,0,1
2278900,1,0,0,0,0,1
2278950,1,1,0,0,0,1
2279000,1,0,0,0,0,1
2279050,1,1,0,0,0,1
2279100,1,0,0,0,0,1
2279150,1,1,0,0,0,1
2279200,1,0,0,0,0,1
2279250,1,1,0,0,0,1
2279300,1,0,0,0,0,1
2279350,1,1,0,0,0,1
2279400,1,0,0,0,0,1
2279450,1,1,0,0,0,1
2279500,1,0,0,0,0,1
2279550,1,1,0,0,0,1
2279600,1,0,0,0,0,1
2279650,1,1,0,0,0,1
2279700,1,0,0,0,0,1
2279700.01,1,0,0,0,1,1
2279750,1,1,0,0,1,1
2279800,1,0,0,0,1,1
2279850,1,1,0,0,1,1
2279900,1,0,0,0,1,1
2279900.01,1,0,0,0,0,1
2279950,1,1,0,0,0,1
2280000,1,0,0,0,0,1
2280050,1,1,0,0,0,1
2280100,1,0,0,0,0,1
2280150,1,1,0,0,0,1
2280200,1,0,0,0,0,1
2280250,1,1,0,0,0,1
2280300,1,0,0,0,0,1
2280350,1,1,0,0,0,1
2280400,1,0,0,0,0,1
2280450,1,1,0,0,0,1
2280500,1,0,0,0,0,1
2280550,1,1,0,0,0,1
2280600,1,0,0,0,0,1
2280650,1,1,0,0,0,1
2280700,1,0,0,0,0,1
2280750,1,1,0,0,0,1
2280800,1,0,0,0,0,1
2280850,1,1,0,0,0,1
2280900,1,0,0,0,0,1
2280950,1,1,0,0,0,1
2281000,1,0,0,0,0,1
2281050,1,1,0,0,0,1
2281100,1,0,0,0,0,1
2281150,1,1,0,0,0,1
2281200,1,0,0,0,0,1
2281250,1,1,0,0,0,1
2281300,1,0,0,0,0,1
2281350,1,1,0,0,0,1
2281400,1,0,0,0,0,1
2281450,1,1,0,0,0,1
2281500,1,0,0,0,0,1
2281550,1,1,0,0,0,1
2281600,1,0,0,0,0,1
2281650,1,1,0,0,0,1
2281700,1,0,0,0,0,1
2281750,1,1,0,0,0,1
2281800,1,0,0,0,0,1
2281850,1,1,0,0,0,1
2281900,1,0,0,0,0,1
2281950,1,1,0,0,0,1
2282000,1,0,0,0,0,1
2282050,1,1,0,0,0,1
2282100,1,0,0,0,0,1
2282150,1,1,0,0,0,1
2282200,1,0,0,0,0,1
2282250,1,1,0,0,0,1
2282300,1,0,0,0,0,1
2282350,1,1,0,0,0,1
2282400,1,0,0,0,0,1
2282450,1,1,0,0,0,1
2282500,1,0,0,0,0,1
2282550,1,1,0,0,0,1
2282600,1,0,0,0,0,1
2282650,1,1,0,0,0,1
2282700,1,0,0,0,0,1
2282750,1,1,0,0,0,1
2282800,1,0,0,0,0,1
2282850,1,1,0,0,0,1
2282900,1,0,0,0,0,1
2282950,1,1,0,0,0,1
2283000,1,0,0,0,0,1
2283050,1,1,0,0,0,1
2283100,1,0,0,0,0,1
2283150,1,1,0,0,0,1
2283200,1,0,0,0,0,1
2283250,1,1,0,0,0,1
2283300,1,0,0,0,0,1
2283350,1,1,0,0,0,1
2283400,1,0,0,0,0,1
2283450,1,1,0,0,0,1
2283500,1,0,0,0,0,1
2283550,1,1,0,0,0,1
2283600,1,0,0,0,0,1
2283650,1,1,0,0,0,1
2283700,1,0,0,0,0,1
2283750,1,1,0,0,0,1
2283800,1,0,0,0,0,1
2283850,1,1,0,0,0,1
2283900,1,0,0,0,0,1
2283950,1,1,0,0,0,1
2284000,1,0,0,0,0,1
2284050,1,1,0,0,0,1
2284100,1,0,0,0,0,1
2284150,1,1,0,0,0,1
2284200,1,0,0,0,0,1
2284250,1,1,0,0,0,1
2284300,1,0,0,0,0,1
2284350,1,1,0,0,0,1
2284400,1,0,0,0,0,1
2284450,1,1,0,0,0,1
2284500,1,0,0,0,0,1
2284550,1,1,0,0,0,1
2284600,1,0,0,0,0,1
2284650,1,1,0,0,0,1
2284700,1,0,0,0,0,1
2284750,1,1,0,0,0,1
2284800,1,0,0,0,0,1
2284850,1,1,0,0,0,1
2284900,1,0,0,0,0,1
2284950,1,1,0,0,0,1
2285000,1,0,0,0,0,1
2285050,1,1,0,0,0,1
2285100,1,0,0,0,0,1
2285150,1,1,0,0,0,1
2285200,1,0,0,0,0,1
2285250,1,1,0,0,0,1
2285300,1,0,0,0,0,1
2285350,1,1,0,0,0,1
2285400,1,0,0,0,0,1
2285450,1,1,0,0,0,1
2285500,1,0,0,0,0,1
2285550,1,1,0,0,0,1
2285600,1,0,0,0,0,1
2285650,1,1,0,0,0,1
2285700,1,0,0,0,0,1
2285750,1,1,0,0,0,1
2285800,1,0,0,0,0,1
2285850,1,1,0,0,0,1
2285900,1,0,0,0,0,1
2285950,1,1,0,0,0,1
2286000,1,0,0,0,0,1
2286050,1,1,0,0,0,1
2286100,1,0,0,0,0,1
2286150,1,1,0,0,0,1
2286200,1,0,0,0,0,1
2286250,1,1,0,0,0,1
2286300,1,0,0,0,0,1
2286350,1,1,0,0,0,1
2286400,1,0,0,0,0,1
2286450,1,1,0,0,0,1
2286500,1,0,0,0,0,1
2286550,1,1,0,0,0,1
2286600,1,0,0,0,0,1
2286650,1,1,0,0,0,1
2286700,1,0,0,0,0,1
2286750,1,1,0,0,0,1
2286800,1,0,0,0,0,1
2286850,1,1,0,0,0,1
2286900,1,0,0,0,0,1
2286950,1,1,0,0,0,1
2287000,1,0,0,0,0,1
2287050,1,1,0,0,0,1
2287100,1,0,0,0,0,1
2287150,1,1,0,0,0,1
2287200,1,0,0,0,0,1
2287250,1,1,0,0,0,1
2287300,1,0,0,0,0,1
2287350,1,1,0,0,0,1
2287400,1,0,0,0,0,1
2287450,1,1,0,0,0,1
2287500,1,0,0,0,0,1
2287550,1,1,0,0,0,1
2287600,1,0,0,0,0,1
2287650,1,1,0,0,0,1
2287700,1,0,0,0,0,1
2287750,1,1,0,0,0,1
2287800,1,0,0,0,0,1
2287850,1,1,0,0,0,1
2287900,1,0,0,0,0,1
2287950,1,1,0,0,0,1
2288000,1,0,0,0,0,1
2288050,1,1,0,0,0,1
2288100,1,0,0,0,0,1
2288150,1,1,0,0,0,1
2288200,1,0,0,0,0,1
2288250,1,1,0,0,0,1
2288300,1,0,0,0,0,1
2288350,1,1,0,0,0,1
2288400,1,0,0,0,0,1
2288450,1,1,0,0,0,1
2288500,1,0,0,0,0,1
2288550,1,1,0,0,0,1
2288600,1,0,0,0,0,1
2288650,1,1,0,0,0,1
2288700,1,0,0,0,0,1
2288750,1,1,0,0,0,1
2288800,1,0,0,0,0,1
2288850,1,1,0,0,0,1
2288900,1,0,0,0,0,1
2288950,1,1,0,0,0,1
2289000,1,0,0,0,0,1
2289050,1,1,0,0,0,1
2289100,1,0,0,0,0,1
2289150,1,1,0,0,0,1
2289200,1,0,0,0,0,1
2289250,1,1,0,0,0,1
2289300,1,0,0,0,0,1
2289350,1,1,0,0,0,1
2289400,1,0,0,0,0,1
2289450,1,1,0,0,0,1
2289500,1,0,0,0,0,1
2289550,1,1,0,0,0,1
2289600,1,0,0,0,0,1
2289650,1,1,0,0,0,1
2289700,1,0,0,0,0,1
2289750,1,1,0,0,0,1
2289800,1,0,0,0,0,1
2289850,1,1,0,0,0,1
2289900,1,0,0,0,0,1
2289950,1,1,0,0,0,1
2290000,1,0,0,0,0,1
2291200,1,0,1,0,0,1
2291250,1,1,1,0,0,1
2291300,1,0,1,0,0,1
2291300.01,1,0,1,0,z,1
2291350,1,1,1,0,z,1
2291400,1,0,1,0,z,1
2291450,1,1,1,0,z,1
2291500,1,0,1,0,z,1
2291550,1,1,1,0,z,1
2291600,1,0,0,0,z,1
2291650,1,1,0,0,z,1
2291700,1,0,0,0,z,1
2291750,1,1,0,0,z,1
2291800,1,0,0,0,z,1
2291800.01,1,0,0,0,1,1
2291850,1,1,0,0,1,1
2291900,1,0,0,1,1,1
2291900.01,1,0,0,1,0,1
2291950,1,1,0,1,0,1
2292000,1,0,0,0,0,1
2292050,1,1,0,0,0,1
2292100,1,0,0,1,0,1
2292150,1,1,0,1,0,1
2292200,1,0,0,0,0,1
2292250,1,1,0,0,0,1
2292300,1,0,0,0,0,1
2292350,1,1,0,0,0,1
2292400,1,0,0,0,0,1
2292450,1,1,0,0,0,1
2292500,1,0,0,0,0,1
2292550,1,1,0,0,0,1
2292600,1,0,0,0,0,1
2292650,1,1,0,0,0,1
2292700,1,0,0,0,0,1
2292750,1,1,0,0,0,1
2292800,1,0,0,0,0,1
2292850,1,1,0,0,0,1
2292900,1,0,0,0,0,1
2292950,1,1,0,0,0,1
2293000,1,0,0,0,0,1
2293050,1,1,0,0,0,1
2293100,1,0,0,0,0,1
2293150,1,1,0,0,0,1
2293200,1,0,0,0,0,1
2293250,1,1,0,0,0,1
2293300,1,0,1,0,0,1
2293350,1,1,1,0,0,1
2293400,1,0,1,0,0,1
2293400.01,1,0,1,0,z,1
2293450,1,1,1,0,z,1
2293500,1,0,1,0,z,1
2293550,1,1,1,0,z,1
2293600,1,0,0,0,z,1
2293650,1,1,0,0,z,1
2293700,1,0,0,0,z,1
2293750,1,1,0,0,z,1
2293800,1,0,0,0,z,1
2293800.01,1,0,0,0,0,1
2293850,1,1,0,0,0,1
2293900,1,0,0,0,0,1
2293950,1,1,0,0,0,1
2294000,1,0,0,0,0,1
2294050,1,1,0,0,0,1
2294100,1,0,0,0,0,1
2294100.01,1,0,0,0,1,1
2294150,1,1,0,0,1,1
2294200,1,0,0,1,1,1
2294200.01,1,0,0,1,0,1
2294250,1,1,0,1,0,1
2294300,1,0,0,0,0,1
2294350,1,1,0,0,0,1
2294400,1,0,0,0,0,1
2294450,1,1,0,0,0,1
2294500,1,0,0,0,0,1
2294550,1,1,0,0,0,1
2294600,1,0,0,0,0,1
2294650,1,1,0,0,0,1
2294700,1,0,0,0,0,1
2294750,1,1,0,0,0,1
2294800,1,0,0,0,0,1
2294850,1,1,0,0,0,1
2294900,1,0,0,0,0,1
2294950,1,1,0,0,0,1
2295000,1,0,0,0,0,1
2295050,1,1,0,0,0,1
2295100,1,0,0,0,0,1
2295150,1,1,0,0,0,1
2295200,1,0,0,0,0,1
2295250,1,1,0,0,0,1
2295300,1,0,1,0,0,1
2295350,1,1,1,0,0,1
2295400,1,0,1,0,0,1
2295400.01,1,0,1,0,z,1
2295450,1,1,1,0,z,1
2295500,1,0,1,0,z,1
2295550,1,1,1,0,z,1
2295600,1,0,1,0,z,1
2295650,1,1,1,0,z,1
2295700,1,0,0,0,z,1
2295750,1,1,0,0,z,1
2295800,1,0,0,0,z,1
2295850,1,1,0,0,z,1
2295900,1,0,0,0,z,1
2295900.01,1,0,0,0,1,1
2295950,1,1,0,0,1,1
2296000,1,0,0,0,1,1
2296000.01,1,0,0,0,0,1
2296050,1,1,0,0,0,1
2296100,1,0,0,0,0,1
2296150,1,1,0,0,0,1
2296200,1,0,0,1,0,1
2296250,1,1,0,1,0,1
2296300,1,0,0,0,0,1
2296350,1,1,0,0,0,1
2296400,1,0,0,0,0,1
2296450,1,1,0,0,0,1
2296500,1,0,0,0,0,1
2296550,1,1,0,0,0,1
2296600,1,0,0,0,0,1
2296650,1,1,0,0,0,1
2296700,1,0,0,0,0,1
2296750,1,1,0,0,0,1
2296800,1,0,0,0,0,1
2296850,1,1,0,0,0,1
2296900,1,0,0,0,0,1
2296950,1,1,0,0,0,1
2297000,1,0,0,0,0,1
2297050,1,1,0,0,0,1
2297100,1,0,0,0,0,1
2297150,1,1,0,0,0,1
2297200,1,0,0,0,0,1
2297250,1,1,0,0,0,1
2297300,1,0,0,0,0,1
2297350,1,1,0,0,0,1
2297400,1,0,1,0,0,1
2297450,1,1,1,0,0,1
2297500,1,0,1,0,0,1
2297500.01,1,0,1,0,z,1
2297550,1,1,1,0,z,1
2297600,1,0,1,0,z,1
2297650,1,1,1,0,z,1
2297700,1,0,0,0,z,1
2297750,1,1,0,0,z,1
2297800,1,0,0,0,z,1
2297850,1,1,0,0,z,1
2297900,1,0,0,0,z,1
2297900.01,1,0,0,0,0,1
2297950,1,1,0,0,0,1
2298000,1,0,0,0,0,1
2298050,1,1,0,0,0,1
2298100,1,0,0,0,0,1
2298150,1,1,0,0,0,1
2298200,1,0,0,0,0,1
2298250,1,1,0,0,0,1
2298300,1,0,0,0,0,1
2298350,1,1,0,0,0,1
2298400,1,0,0,0,0,1
2298450,1,1,0,0,0,1
2298500,1,0,0,0,0,1
2298550,1,1,0,0,0,1
2298600,1,0,0,0,0,1
2298650,1,1,0,0,0,1
2298700,1,0,0,0,0,1
2298750,1,1,0,0,0,1
2298800,1,0,0,0,0,1
2298850,1,1,0,0,0,1
2298900,1,0,0,0,0,1
2298950,1,1,0,0,0,1
2299000,1,0,0,0,0,1
2299050,1,1,0,0,0,1
2299100,1,0,0,0,0,1
2299150,1,1,0,0,0,1
2299200,1,0,0,0,0,1
2299250,1,1,0,0,0,1
2299300,1,0,0,0,0,1
2299350,1,1,0,0,0,1
2299400,1,0,0,0,0,1
2299450,1,1,0,0,0,1
2299500,1,0,0,0,0,1
2299550,1,1,0,0,0,1
2299600,1,0,0,0,0,1
2299650,1,1,0,0,0,1
2299700,1,0,0,0,0,1
2299750,1,1,0,0,0,1
2299800,1,0,0,0,0,1
2299850,1,1,0,0,0,1
2299900,1,0,0,0,0,1
2299950,1,1,0,0,0,1
2300000,1,0,0,0,0,1
2300050,1,1,0,0,0,1
2300100,1,0,0,0,0,1
2300150,1,1,0,0,0,1
2300200,1,0,0,0,0,1
2300250,1,1,0,0,0,1
2300300,1,0,0,0,0,1
2300350,1,1,0,0,0,1
2300400,1,0,0,0,0,1
2300450,1,1,0,0,0,1
2300500,1,0,0,0,0,1
2300550,1,1,0,0,0,1
2300600,1,0,0,0,0,1
2300650,1,1,0,0,0,1
2300700,1,0,0,0,0,1
2300750,1,1,0,0,0,1
2300800,1,0,0,0,0,1
2300850,1,1,0,0,0,1
2300900,1,0,0,0,0,1
2300900.01,1,0,0,0,1,1
2300950,1,1,0,0,1,1
2301000,1,0,0,0,1,1
2301050,1,1,0,0,1,1
2301100,1,0,0,0,1,1
2301150,1,1,0,0,1,1
2301200,1,0,0,0,1,1
2301200.01,1,0,0,0,0,1
2301250,1,1,0,0,0,1
2301300,1,0,0,0,0,1
2301350,1,1,0,0,0,1
2301400,1,0,0,0,0,1
2301450,1,1,0,0,0,1
2301500,1,0,0,0,0,1
2301550,1,1,0,0,0,1
2301600,1,0,0,0,0,1
2301650,1,1,0,0,0,1
2301700,1,0,0,0,0,1
2301700.01,1,0,0,0,1,1
2301750,1,1,0,0,1,1
2301800,1,0,0,0,1,1
2301800.01,1,0,0,0,0,1
2301850,1,1,0,0,0,1
2301900,1,0,0,1,0,1
2301950,1,1,0,1,0,1
2302000,1,0,0,0,0,1
2302050,1,1,0,0,0,1
2302100,1,0,0,1,0,1
2302150,1,1,0,1,0,1
2302200,1,0,0,1,0,1
2302250,1,1,0,1,0,1
2302300,1,0,0,1,0,1
2302350,1,1,0,1,0,1
2302400,1,0,0,0,0,1
2302450,1,1,0,0,0,1
2302500,1,0,0,0,0,1
2302550,1,1,0,0,0,1
2302600,1,0,0,0,0,1
2302650,1,1,0,0,0,1
2302700,1,0,0,0,0,1
2302750,1,1,0,0,0,1
2302800,1,0,0,0,0,1
2302800.01,1,0,0,0,1,1
2302850,1,1,0,0,1,1
2302900,1,0,0,0,1,1
2302900.01,1,0,0,0,0,1
2302950,1,1,0,0,0,1
2303000,1,0,0,0,0,1
2303050,1,1,0,0,0,1
2303100,1,0,0,0,0,1
2303150,1,1,0,0,0,1
2303200,1,0,0,0,0,1
2303250,1,1,0,0,0,1
2303300,1,0,0,0,0,1
2303350,1,1,0,0,0,1
2303400,1,0,0,0,0,1
2303450,1,1,0,0,0,1
2303500,1,0,0,0,0,1
2303550,1,1,0,0,0,1
2303600,1,0,0,0,0,1
2303650,1,1,0,0,0,1
2303700,1,0,0,0,0,1
2303750,1,1,0,0,0,1
2303800,1,0,0,0,0,1
2303850,1,1,0,0,0,1
2303900,1,0,0,0,0,1
2303950,1,1,0,0,0,1
2304000,1,0,0,0,0,1
2304050,1,1,0,0,0,1
2304100,1,0,0,0,0,1
2304150,1,1,0,0,0,1
2304200,1,0,0,0,0,1
2304250,1,1,0,0,0,1
2304300,1,0,0,0,0,1
2304350,1,1,0,0,0,1
2304400,1,0,0,0,0,1
2304450,1,1,0,0,0,1
2304500,1,0,0,0,0,1
2304550,1,1,0,0,0,1
2304600,1,0,0,0,0,1
2304650,1,1,0,0,0,1
2304700,1,0,0,0,0,1
2304750,1,1,0,0,0,1
2304800,1,0,0,0,0,1
2304850,1,1,0,0,0,1
2304900,1,0,0,0,0,1
2304950,1,1,0,0,0,1
2305000,1,0,0,0,0,1
2305050,1,1,0,0,0,1
2305100,1,0,0,0,0,1
2305150,1,1,0,0,0,1
2305200,1,0,0,0,0,1
2305250,1,1,0,0,0,1
2305300,1,0,0,0,0,1
2305350,1,1,0,0,0,1
2305400,1,0,0,0,0,1
2305450,1,1,0,0,0,1
2305500,1,0,0,0,0,1
2305550,1,1,0,0,0,1
2305600,1,0,0,0,0,1
2305650,1,1,0,0,0,1
2305700,1,0,0,0,0,1
2305750,1,1,0,0,0,1
2305800,1,0,0,0,0,1
2305850,1,1,0,0,0,1
2305900,1,0,0,0,0,1
2305950,1,1,0,0,0,1
2306000,1,0,0,0,0,1
2306050,1,1,0,0,0,1
2306100,1,0,0,0,0,1
2306150,1,1,0,0,0,1
2306200,1,0,0,0,0,1
2306250,1,1,0,0,0,1
2306300,1,0,0,0,0,1
2306350,1,1,0,0,0,1
2306400,1,0,0,0,0,1
2306450,1,1,0,0,0,1
2306500,1,0,0,0,0,1
2306550,1,1,0,0,0,1
2306600,1,0,0,0,0,1
2306650,1,1,0,0,0,1
2306700,1,0,0,0,0,1
2306750,1,1,0,0,0,1
2306800,1,0,0,0,0,1
2306850,1,1,0,0,0,1
2306900,1,0,0,0,0,1
2306950,1,1,0,0,0,1
2307000,1,0,0,0,0,1
2307050,1,1,0,0,0,1
2307100,1,0,0,0,0,1
2307150,1,1,0,0,0,1
2307200,1,0,0,0,0,1
2307250,1,1,0,0,0,1
2307300,1,0,0,0,0,1
2307350,1,1,0,0,0,1
2307400,1,0,0,0,0,1
2307450,1,1,0,0,0,1
2307500,1,0,0,0,0,1
2307550,1,1,0,0,0,1
2307600,1,0,0,0,0,1
2307650,1,1,0,0,0,1
2307700,1,0,0,0,0,1
2307750,1,1,0,0,0,1
2307800,1,0,0,0,0,1
2307850,1,1,0,0,0,1
2307900,1,0,0,0,0,1
2307950,1,1,0,0,0,1
2308000,1,0,0,0,0,1
2308050,1,1,0,0,0,1
2308100,1,0,0,0,0,1
2308150,1,1,0,0,0,1
2308200,1,0,0,0,0,1
2308250,1,1,0,0,0,1
2308300,1,0,0,0,0,1
2308350,1,1,0,0,0,1
2308400,1,0,0,0,0,1
2308450,1,1,0,0,0,1
2308500,1,0,0,0,0,1
2308550,1,1,0,0,0,1
2308600,1,0,0,0,0,1
2308650,1,1,0,0,0,1
2308700,1,0,0,0,0,1
2308750,1,1,0,0,0,1
2308800,1,0,0,0,0,1
2308850,1,1,0,0,0,1
2308900,1,0,0,0,0,1
2308950,1,1,0,0,0,1
2309000,1,0,0,0,0,1
2309050,1,1,0,0,0,1
2309100,1,0,0,0,0,1
2309150,1,1,0,0,0,1
2309200,1,0,0,0,0,1
2309250,1,1,0,0,0,1
2309300,1,0,0,0,0,1
2309350,1,1,0,0,0,1
2309400,1,0,0,0,0,1
2309450,1,1,0,0,0,1
2309500,1,0,0,0,0,1
2309550,1,1,0,0,0,1
2309600,1,0,0,0,0,1
2309650,1,1,0,0,0,1
2309700,1,0,0,0,0,1
2309750,1,1,0,0,0,1
2309800,1,0,0,0,0,1
2309850,1,1,0,0,0,1
2309900,1,0,0,0,0,1
2309950,1,1,0,0,0,1
2310000,1,0,0,0,0,1
2310050,1,1,0,0,0,1
2310100,1,0,0,0,0,1
2310150,1,1,0,0,0,1
2310200,1,0,0,0,0,1
2310250,1,1,0,0,0,1
2310300,1,0,0,0,0,1
2310350,1,1,0,0,0,1
2310400,1,0,0,0,0,1
2310450,1,1,0,0,0,1
2310500,1,0,0,0,0,1
2310550,1,1,0,0,0,1
2310600,1,0,0,0,0,1
2310650,1,1,0,0,0,1
2310700,1,0,0,0,0,1
2310750,1,1,0,0,0,1
2310800,1,0,0,0,0,1
2310850,1,1,0,0,0,1
2310900,1,0,0,0,0,1
2310950,1,1,0,0,0,1
2311000,1,0,0,0,0,1
2311050,1,1,0,0,0,1
2311100,1,0,0,0,0,1
2311150,1,1,0,0,0,1
2311200,1,0,0,0,0,1
2311250,1,1,0,0,0,1
2311300,1,0,0,0,0,1
2311350,1,1,0,0,0,1
2311400,1,0,0,0,0,1
2311450,1,1,0,0,0,1
2311500,1,0,0,0,0,1
2311550,1,1,0,0,0,1
2311600,1,0,0,0,0,1
2311650,1,1,0,0,0,1
2311700,1,0,0,0,0,1
2311750,1,1,0,0,0,1
2311800,1,0,0,0,0,1
2311850,1,1,0,0,0,1
2311900,1,0,0,0,0,1
2311950,1,1,0,0,0,1
2312000,1,0,0,0,0,1
2312050,1,1,0,0,0,1
2312100,1,0,0,0,0,1
2312150,1,1,0,0,0,1
2312200,1,0,0,0,0,1
2312250,1,1,0,0,0,1
2312300,1,0,0,0,0,1
2312350,1,1,0,0,0,1
2312400,1,0,0,0,0,1
2312450,1,1,0,0,0,1
2312500,1,0,0,0,0,1
2312550,1,1,0,0,0,1
2312600,1,0,0,0,0,1
2312650,1,1,0,0,0,1
2312700,1,0,0,0,0,1
2312750,1,1,0,0,0,1
2312800,1,0,0,0,0,1
2312850,1,1,0,0,0,1
2312900,1,0,0,0,0,1
2312950,1,1,0,0,0,1
2313000,1,0,0,0,0,1
2313050,1,1,0,0,0,1
2313100,1,0,0,0,0,1
2313150,1,1,0,0,0,1
2313200,1,0,0,0,0,1
2313250,1,1,0,0,0,1
2313300,1,0,0,0,0,1
2313350,1,1,0,0,0,1
2313400,1,0,0,0,0,1
2313450,1,1,0,0,0,1
2313500,1,0,0,0,0,1
2313550,1,1,0,0,0,1
2313600,1,0,0,0,0,1
2313650,1,1,0,0,0,1
2313700,1,0,0,0,0,1
2313750,1,1,0,0,0,1
2313800,1,0,1,0,0,1
2313850,1,1,1,0,0,1
2313900,1,0,1,0,0,1
2313900.01,1,0,1,0,z,1
2313950,1,1,1,0,z,1
2314000,1,0,0,0,z,1
2314050,1,1,0,0,z,1
2314100,1,0,0,0,z,1
2314150,1,1,0,0,z,1
2314200,1,0,0,0,z,1
2374450,1,1,0,0,z,1
2374500,1,0,1,0,z,1
2374550,1,1,1,0,z,1
2374600,1,0,1,0,z,1
2374650,1,1,1,0,z,1
2374700,1,0,0,0,z,1
2374750,1,1,0,0,z,1
2374800,1,0,0,0,z,1
2374850,1,1,0,0,z,1
2374900,1,0,0,0,z,1
2374900.01,1,0,0,0,1,1
2374950,1,1,0,0,1,1
2375000,1,0,0,0,1,1
2375000.01,1,0,0,0,0,1
2375050,1,1,0,0,0,1
2375100,1,0,0,1,0,1
2375150,1,1,0,1,0,1
2375200,1,0,0,1,0,1
2375250,1,1,0,1,0,1
2375300,1,0,0,0,0,1
2375350,1,1,0,0,0,1
2375400,1,0,0,0,0,1
2375450,1,1,0,0,0,1
2375500,1,0,0,0,0,1
2375550,1,1,0,0,0,1
2375600,1,0,0,0,0,1
2375650,1,1,0,0,0,1
2375700,1,0,0,0,0,1
2375750,1,1,0,0,0,1
2375800,1,0,0,0,0,1
2375850,1,1,0,0,0,1
2375900,1,0,0,0,0,1
2375950,1,1,0,0,0,1
2376000,1,0,0,0,0,1
2376050,1,1,0,0,0,1
2376100,1,0,0,0,0,1
2376150,1,1,0,0,0,1
2376200,1,0,0,0,0,1
2376250,1,1,0,0,0,1
2376300,1,0,0,0,0,1
2376350,1,1,0,0,0,1
2376400,1,0,1,0,0,1
2376450,1,1,1,0,0,1
2376500,1,0,1,0,0,1
2376500.01,1,0,1,0,z,1
2376550,1,1,1,0,z,1
2376600,1,0,1,0,z,1
2376650,1,1,1,0,z,1
2376700,1,0,0,0,z,1
2376750,1,1,0,0,z,1
2376800,1,0,0,0,z,1
2376850,1,1,0,0,z,1
2376900,1,0,0,0,z,1
2376900.01,1,0,0,0,0,1
2376950,1,1,0,0,0,1
2377000,1,0,0,0,0,1
2377050,1,1,0,0,0,1
2377100,1,0,0,0,0,1
2377150,1,1,0,0,0,1
2377200,1,0,0,0,0,1
2377250,1,1,0,0,0,1
2377300,1,0,0,0,0,1
2377350,1,1,0,0,0,1
2377400,1,0,0,0,0,1
2377450,1,1,0,0,0,1
2377500,1,0,0,0,0,1
2377550,1,1,0,0,0,1
2377600,1,0,0,0,0,1
2377650,1,1,0,0,0,1
2377700,1,0,0,0,0,1
2377750,1,1,0,0,0,1
2377800,1,0,0,0,0,1
2377850,1,1,0,0,0,1
2377900,1,0,0,0,0,1
2377950,1,1,0,0,0,1
2378000,1,0,0,0,0,1
2378050,1,1,0,0,0,1
2378100,1,0,0,0,0,1
2378150,1,1,0,0,0,1
2378200,1,0,0,0,0,1
2378250,1,1,0,0,0,1
2378300,1,0,0,0,0,1
2378350,1,1,0,0,0,1
2378400,1,0,0,0,0,1
2378450,1,1,0,0,0,1
2378500,1,0,0,0,0,1
2378550,1,1,0,0,0,1
2378600,1,0,0,0,0,1
2378650,1,1,0,0,0,1
2378700,1,0,0,0,0,1
2378750,1,1,0,0,0,1
2378800,1,0,0,0,0,1
2378850,1,1,0,0,0,1
2378900,1,0,0,0,0,1
2378950,1,1,0,0,0,1
2379000,1,0,0,0,0,1
2379050,1,1,0,0,0,1
2379100,1,0,0,0,0,1
2379150,1,1,0,0,0,1
2379200,1,0,0,0,0,1
2379250,1,1,0,0,0,1
2379300,1,0,0,0,0,1
2379350,1,1,0,0,0,1
2379400,1,0,0,0,0,1
2379450,1,1,0,0,0,1
2379500,1,0,0,0,0,1
2379550,1,1,0,0,0,1
2379600,1,0,0,0,0,1
2379650,1,1,0,0,0,1
2379700,1,0,0,0,0,1
2379750,1,1,0,0,0,1
